Title,Instructor,Rating,Reviews,Time,Duration,Venue,Location,Tags,Price
TRX training,Freddy Mandry,4.6,"1,313",7:00 pm,55,Hamilton Health & Fitness,Jersey City,Strength Training,8
Cycle & BURN,Daniel Morteh,4.6,"1,313",7:00 pm,55,Hamilton Health & Fitness,Jersey City,"Cardio, Cycling",7
Vinyasa Flow Yoga - Level 2/3,Marissa Anteby,4.7,"7,658",7:00 pm,75,mang'Oh yoga,Murray Hill,"Flexibility, Balance, Arms, Yoga",5
Aerial Yoga,Janie Prince,4.8,"3,496",7:00 pm,75,Jivamukti Yoga Jersey City,Jersey City,"Flexibility, Balance, Arms, Yoga",5
ROADxSTRENGTH,Laura De Lucia,4.8,"31,810",7:00 pm,50,EverybodyFights,Midtown East,,10
Energetic Vinyasa Flow,Kimberly Yoga,4.5,250,7:00 pm,60,Move With Grace: Yoga & Juice Bar,Clinton Hill,"Relaxation, Flexibility, Balance, Arms, Yoga",6
Mat Pilates Plus,Sam Hay,4.6,"12,120",7:00 pm,60,Pilates on Fifth,Midtown East,"Flexibility, Balance, Core, Abs, Pilates",7
CoreAlign,Emily Anderson,4.6,"12,120",7:00 pm,60,Pilates on Fifth,Midtown East,"Flexibility, Balance, Core, Abs, Pilates",9
High Intensity Training,Kevin Fonque,4.8,"1,832",7:00 pm,45,Intrepid Gym,Hoboken,Strength Training,5
Adult: Intermediate West African,Mouminatou *Camara,4.8,"5,590",7:00 pm,90,Mark Morris Dance Center,Fort Greene,"Cardio, Flexibility, Balance, Dance",10
Adult: Intermediate Pilates,Blossom *Leilani Crawford,4.8,"5,590",7:00 pm,60,Mark Morris Dance Center,Fort Greene,"Flexibility, Balance, Core, Abs, Pilates",10
Adult: Int./Adv. Contemporary,Ambika *Raina,4.8,"5,590",7:00 pm,90,Mark Morris Dance Center,Fort Greene,"Cardio, Flexibility, Balance, Dance",10
Mega BURN,Adriana Lee,4.9,"6,639",7:00 pm,50,8 Springs Studio,Jersey City,"Flexibility, Balance, Core, Abs, Pilates, Strength Training",9
Kickboxing,none,4.9,"7,329",7:00 pm,50,CKO Kickboxing,Park Slope,"Cardio, Arms, Boxing",6
Intermediate Level Semi Private Class,Allie Manzi,4.8,"1,072",7:00 pm,45,MPR Fitness,Midtown East,"Cardio, Strength Training",8
CrossHIIT,none,4.7,524,7:00 pm,60,WillyB CrossFit,Greenpoint,Strength Training,9
Cyc45,Brian Swinney,4.9,"35,170",7:00 pm,45,Cyc Fitness,Hell's Kitchen,"Cardio, Cycling",9
WOD,Montanna Dobzelecki,4.9,555,7:00 pm,60,Brazen Athletics,Hoboken,,6
Community Yoga,Sasha Rydlizky,4.7,917,7:00 pm,60,Yva Yoga,Bedford-Stuyvesant,Yoga,5
GoRow Time!,Garrett Roberts,5,"2,418",7:00 pm,60,GoRow,Hoboken,"Cardio, Arms, Core, Abs, Rowing",6
Evening Practice,Gwen Gussman,4.9,"4,519",7:00 pm,85,Prema Yoga Brooklyn,Carroll Gardens,"Flexibility, Balance, Arms, Yoga",5
Powerlifting,Juan,4.8,"1,043",7:00 pm,60,Outbreak Fitness,Williamsburg,Strength Training,9
LIFT,Bryan O.,4.9,"2,583",7:00 pm,60,Beyond Movement Fitness,Long Island City,Strength Training,7
SPRINT,Lindsey,4.5,"6,303",7:00 pm,30,24 Hour Fitness,Midtown East,"Cardio, Cycling",6
BODYCOMBAT,Linda,4.5,"6,303",7:00 pm,60,24 Hour Fitness,Midtown East,,6
LOWER BODY (PUSH/SQUATS) STRENGTH CAMP,Rico Daley,4.9,"10,640",7:00 pm,60,Trooper Fitness,Midtown East,Strength Training,8
Boxing,Bryan Lopez,4.9,"22,776",7:00 pm,60,Title Boxing Club,Midtown East,"Cardio, Arms, Boxing",9
Kickboxing,none,4.9,"2,931",7:00 pm,50,CKO Kickboxing,Carroll Gardens,"Cardio, Arms, Boxing",6
Mat Class,Stephanie West,4.7,"9,168",7:00 pm,60,Power Pilates,Midtown East,"Flexibility, Balance, Core, Abs, Pilates",6
Tower Class,Atsko Fukada,4.7,"9,168",7:00 pm,60,Power Pilates,Midtown East,Pilates,8
Hourglass Class,Hanakyle Moranz,4.8,"5,098",7:00 pm,60,Studio Maya Inc.,Prospect Heights,,6
Pilates,Hana,4.4,256,7:00 pm,60,Sevenbell Fitness,Prospect Heights,"Flexibility, Balance, Core, Abs, Pilates",7
Intermediate/Advanced Reformer,Michel Wisse,4.7,157,7:00 pm,50,Uptown Pilates,,Pilates,11
CBXT 57th Street,Chantal V,4.6,"1,472",7:00 pm,45,CompleteBody,Midtown East,"Cycling, Strength Training, Rowing",8
Cardio Fusion,Amen-Ra Ptah,4.5,371,7:00 pm,60,24 Hour Fitness,Jersey City,Strength Training,4
Cycle,Maria,4.5,371,7:00 pm,60,24 Hour Fitness,Jersey City,"Cardio, Cycling",4
Power Vinyasa PM - HOT,Alia Roth,4.8,"11,359",7:00 pm,75,Earth Yoga,Upper East Side,"Flexibility, Balance, Arms, Yoga",9
Row 50,Tianni Davis,4.9,"11,399",7:00 pm,50,EAST END ROW,Upper East Side,"Cardio, Arms, Core, Abs, Rowing",9
HIIT CORE AND CARDIO DEVELOPMENT,HIIT INSTRUCTOR,4.6,140,7:00 pm,60,The JC HIIT Club,Jersey City,Strength Training,6
GET FIT SUPPORT GROUP,HIIT INSTRUCTOR,4.6,140,7:00 pm,60,The JC HIIT Club,Jersey City,Strength Training,6
Vinyasa Flow,Adriana Bateh,4.8,"3,492",7:00 pm,75,Shambhala Yoga & Dance Center,Prospect Heights,"Flexibility, Balance, Arms, Yoga",4
cf Barre,Sarah Gordon,4.9,751,7:00 pm,60,Clarity Fitness,Union City,"Flexibility, Balance, Core, Abs, Barre",2
All Flow,Stacey Householder,4.8,"1,438",7:00 pm,75,Jai Yoga Arts,Bushwick,"Flexibility, Balance, Arms, Yoga",4
Twerk'out,none,4.6,30,7:00 pm,60,Femme Body Fitness,Union City,"Cardio, Flexibility, Balance, Dance",1
Dynamic Flow,Isaac Krauss,4.8,"9,365",7:00 pm,75,Daya Yoga Studio,Bushwick,"Flexibility, Balance, Arms, Yoga",4
Pilates Mat with Props,Jill Goodman,4.7,"1,167",7:00 pm,60,Uptown Pilates,Upper West Side,,17
Kickboxing (Advanced & Intermediate),Mr. C,4.7,598,7:00 pm,45,Valor Mixed Martial Arts,Upper West Side,,9
Mat 57,Jason LaVallee,4.8,"50,147",7:00 pm,60,Physique 57,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",12
Adv Beg Jazz,Methawee Sayampol,4.8,"14,499",7:00 pm,90,Steps on Broadway,Upper West Side,"Cardio, Flexibility, Balance, Dance",7
Advanced/Intensity Pilates Reformer,Anna Levy,4.7,"1,377",7:00 pm,55,Moving Strength,Upper East Side,Pilates,11
Open Level Reformer,Jessica Hynes,4.9,"4,289",7:00 pm,55,Flow Pilates,Bedford-Stuyvesant,Pilates,13
Gym Time,none,4.6,"12,924",7:00 pm,120,Crunch Gym,Upper East Side,,4
CHAISE Reinvention 45,Piera Calabro,4.8,"2,644",7:00 pm,45,ChaiseFitness,Upper East Side,"Flexibility, Balance, Core, Abs, Pilates",10
Pure Barre,Meg McGuffin,4.8,"15,858",7:00 pm,50,Pure Barre,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",8
Pilates Reformer/Tower,Jen Ares-Cruz,4.7,"3,578",7:00 pm,55,Moving Strength,Upper East Side,"Flexibility, Balance, Core, Abs, Pilates",20
EXCEED: The Workout,Skylar Boykin,4.8,"21,521",7:00 pm,50,Exceed Physical Culture,Upper East Side,"Cardio, Strength Training",10
Muay Thai Total Beginner,Mario Marin,4.9,"1,149",7:00 pm,60,Red Planet Muay Thai,Bedford-Stuyvesant,Martial Arts,4
CKO Class,Codie,4.7,"2,873",7:00 pm,60,CKO Kickboxing,Upper East Side,"Cardio, Arms, Boxing",15
Hatha Vinyasa Yoga,Lucas Hall,4.8,"11,953",7:00 pm,75,NY Loves Yoga,Upper West Side,"Flexibility, Balance, Arms, Yoga",4
Pilates,Jesse Barnett,4.8,352,7:00 pm,60,RIOULT Dance Center,Long Island City,"Flexibility, Balance, Core, Abs, Pilates",4
Bar Method,Erin Muroski,4.7,393,7:00 pm,60,The Bar Method,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",11
Kettlebell Strength,Sean Wright,4.9,"4,864",7:00 pm,60,Concrete Jungle Grit Strength and Conditioning,Upper East Side,Strength Training,8
Mat Pilates - Open Level,varvara kalinin,4.8,"2,947",7:00 pm,60,Perfect Posture Pilates,Astoria,"Flexibility, Balance, Core, Abs, Pilates",8
Reformer Open Level,Annie Richards,4.8,"2,947",7:00 pm,55,Perfect Posture Pilates,Astoria,"Flexibility, Balance, Core, Abs, Pilates",9
YOGA: fast flow with breathing practices,Anastasiia Fedoruk,4.8,107,7:00 pm,90,Family of Light,Flatbush - Ditmas Park,"Flexibility, Balance, Arms, Yoga",4
Prenatal Yoga,Jenna Conner,4.8,"4,117",7:00 pm,90,Harlem Yoga Studio,Harlem,"Prenatal, Flexibility, Balance, Arms, Yoga",4
Yoga Basics,"Krishna Dholakia,",4.8,"4,117",7:00 pm,75,Harlem Yoga Studio,Harlem,"Flexibility, Balance, Arms, Yoga",4
PELOTON RESERVATION,PELOTON .,4.6,345,7:00 pm,30,Vigorous Fitness Clubs,Middle Village,"Cardio, Cycling, Strength Training",4
POUND (10 Crdts),Nicole Poloso,4.5,291,7:00 pm,60,Alana Life & Fitness,Bay Ridge,"Cardio, Strength Training",10
Exotic Pole Dance (Beg/ Int),Wendy Traskos,4.6,854,7:00 pm,60,New York Pole Dancing,South Bronx,"Cardio, Flexibility, Balance, Dance",8
Pilates Reformer Women Only,Olga K,4.9,"1,282",7:00 pm,60,BK Pilates,Madison,"Flexibility, Balance, Core, Abs, Pilates",9
Hot Yoga,Jessica Pereyra,4.7,"1,929",7:00 pm,60,Zen and Yoga,Forest Hills,"Flexibility, Balance, Arms, Yoga",3
Pregnancy Pilates,Spencer Baker,4.7,"3,937",7:00 pm,60,Spencer Pilates Arts,Forest Hills,"Flexibility, Balance, Core, Abs, Pilates",3
Endurance Training,Coach Eddie,none,none,7:00 pm,60,No Label Fitness LLC,,Strength Training,5
BOOT CAMP: Tambor Groove/Tambor Terapia,Ana Maria Ayala Perez,4.8,517,7:00 pm,60,Sweet Water Dance & Yoga,Concourse Village,"Cardio, Flexibility, Balance, Dance",4
PUSH PEDAL 60,Sarah L,4.8,"1,981",7:00 pm,60,Push Pedal NYC,Washington Heights,"Cardio, Cycling",10
Stretching Class,none,none,none,7:00 pm,60,Rooftop Fitness Corp,Sheepshead Bay,"Flexibility, Balance, Arms, Yoga",6
Kettlebell Fitness,Joe Tabakhman,none,none,7:00 pm,60,Sidekick Fitness,Lodi,"Cardio, Arms, Strength Training",2
Les Mills Body Pump,Brenda,4.5,404,7:00 pm,60,24 Hour Fitness,Englewood,Strength Training,4
BUTT AND ABS DAY,Carlos Perez,4.9,225,7:00 pm,60,Better Body Bootcamp,Whitestone,Strength Training,4
Lower Body BurnOut,Joseph Chirchirillo,4.9,304,7:00 pm,45,Limitless Fitness Studios,New Dorp,Strength Training,2
BUTT AND ABS DAY,Josh Krantz,4.8,942,7:00 pm,60,Better Body Bootcamp,Bayside,Strength Training,4
IM=X Pilates Stretch Xercizer (All Levels),Danielle Phillips,4.9,259,7:00 pm,55,IM=X Pilates,Englewood,,10
Beginner Pole,Allie M.,4.8,76,7:00 pm,60,Studio Air,Montclair,"Cardio, Flexibility, Balance, Dance",4
Circuit Training,Julissa Chevres,4.9,676,7:00 pm,45,Intrepid Gym Montclair,Montclair,Strength Training,4
Savage Circuit Training,Don Somerville,4.9,59,7:00 pm,60,Savage Boxing & Fitness,Hackensack,"Arms, Rowing, Boxing",6
Pure Barre Classic,Deanna Grasso,4.7,709,7:00 pm,50,Pure Barre,Montclair,"Flexibility, Balance, Core, Abs, Barre",10
Barre Interval,Emille Schreiner,4.8,578,7:00 pm,60,Juniper Yoga and Fitness,Montclair,"Flexibility, Balance, Core, Abs, Strength Training, Barre",4
BUTT AND ABS DAY,Salim Arbaje,4.9,651,7:00 pm,60,Better Body Bootcamp,Great Neck,Strength Training,3
Zumba Toning,Michele,4.8,218,7:00 pm,60,ConfiDanZe & Fitness,Great Neck,"Cardio, Flexibility, Balance, Dance",1
All Level Vinyasa Yoga,Debra Alfano,4.6,7,7:00 pm,75,Fifth Element Yoga and Reiki,Dobbs Ferry,"Flexibility, Balance, Arms, Yoga",5
TRX/RIP CORE CAMP,Serena Valdes,4.8,196,7:00 pm,60,Blast Spa,Great Neck,Strength Training,3
Pure Barre,Gabby G. Gluckman,4.7,"1,275",7:00 pm,50,Pure Barre,Millburn,,6
AFTERMATH,Gerrick King,4.6,28,7:00 pm,60,King Strength and Performance,Cranford,Strength Training,5
Pilates Reformer Group,Patricia Curcio,5,777,7:00 pm,55,Pilates Fusion,Hawthorne,"Flexibility, Balance, Core, Abs, Pilates",9
Hot pHIIT Pilates,Lisa Golia,4.9,118,7:00 pm,60,Hot Phiitness,,"Flexibility, Balance, Core, Abs, Yoga, Pilates",7
Studio Circuit,Deborah Fagone,4.8,456,7:00 pm,50,Evolution Pilates,Port Washington,"Flexibility, Balance, Core, Abs, Pilates",6
MMA Fitness,none,none,none,7:00 pm,60,Tokey Hill Martial Arts,Port Washington,Martial Arts,3
S-Barre,none,4.5,42,7:00 pm,60,Synergy,Fairfield,"Flexibility, Balance, Core, Abs, Barre",3
Zumba,AnnMarie Bermudez Medina,4.7,61,7:00 pm,60,I Train With Juan,Tuckahoe,"Cardio, Flexibility, Balance, Dance",5
Kundalini Yoga & Meditation,Kathleen Good,4.8,30,7:00 pm,75,Aquarian Yoga Center,Westfield,"Flexibility, Balance, Arms, Yoga",5
BOOTCAMP,tony hernandez,5,7,7:00 pm,60,MSTANY Military Style Training New York,,Strength Training,11
Reformer,Theresa Owens,4.7,119,7:00 pm,60,Pilates of New Jersey,Roseland,"Flexibility, Balance, Core, Abs, Pilates",7
High Low Glow,none,none,none,7:00 pm,60,DJ Got me Fit,,,2
Drake vs. Flousstramus,Chelsea Flanagan,4.8,"1,085",7:00 pm,45,CycleBar,Livingston,Cycling,7
Yoga for Flexibility,Jacki Rose,4.8,27,7:00 pm,60,Impact Zone,Montvale,Yoga,3
Dumbbell Meltdown,Adolfo Godinez,4.8,27,7:00 pm,50,Impact Zone,Montvale,,3
RVC RYDE INDOOR CYCLING,Lauren Massa,4.5,200,7:00 pm,60,RVC Ryde,Rockville Centre,"Cardio, Cycling",1
Boot Camp,none,4.3,32,7:00 pm,60,Beautiful Bodies Boot Camp,Ho-Ho-Kus,Strength Training,2
Hybrid Fat Loss,none,4.3,32,7:00 pm,60,Beautiful Bodies Boot Camp,Ho-Ho-Kus,Strength Training,2
Pure Barre Classic,Lisa Newsome,4.8,448,7:00 pm,50,Pure Barre,New Providence,"Flexibility, Balance, Core, Abs, Barre",6
Open 1hr 10min,Gwen Kingston,4.7,"3,747",7:05 pm,70,Area Yoga,Carroll Gardens,"Flexibility, Balance, Arms, Yoga",5
Pilates 1/2,Cindy T,4.6,"4,040",7:05 pm,60,Life In Motion Yoga,Upper West Side,"Flexibility, Balance, Core, Abs, Pilates",5
All Flow,Shanna Honkomp,4.8,"3,585",7:10 pm,75,Loom Yoga Center,Williamsburg,"Flexibility, Balance, Arms, Yoga",9
Boxing (All Levels),Nikki 'Savage' Campbell,4.8,"6,525",7:15 pm,55,WORK TRAIN FIGHT,NoHo,Boxing,11
Katonah Restorative,Kyle Henry,4.9,"3,921",7:15 pm,75,The Studio,Bowery,"Flexibility, Balance, Arms, Yoga",7
XTEND BARRE XPRESS,Phoenix Kay,4.8,"8,985",7:15 pm,45,Xtend Barre,Tribeca,"Pilates, Barre",9
THE DISTANCE,Corinne Fitzgerald,4.9,"64,289",7:15 pm,60,Mile High Run Club,NoHo,"Cardio, Running",11
Ritual Meditation,Craig S,4.8,"12,957",7:15 pm,30,Crunch Gym,NoHo,,6
Reformer Express,Hadas M,4.8,"15,194",7:15 pm,45,Avea Pilates,East Village,"Flexibility, Balance, Core, Abs, Pilates",15
Basic Flow,Amy Norton,4.8,"40,856",7:15 pm,60,Laughing Lotus,Flatiron,,6
Level 2/3,Katie Facada,4.8,"17,207",7:15 pm,90,Yogamaya New York,Chelsea,"Flexibility, Balance, Arms, Yoga",7
Flow,Sara Mignano,4.7,"6,235",7:15 pm,60,Reflections Yoga,Kips Bay,"Flexibility, Balance, Arms, Yoga",5
COMMUNITY CLASS | NBR Members ONLY,Amanda Kerpius,4.9,"3,151",7:15 pm,60,The Foundry,Chelsea,,9
Flywheel: Method 45,Bethany Welch,4.8,"54,256",7:15 pm,45,Flywheel Sports: Stadium Cycling,NoMad,"Cardio, Cycling",14
Chisel,Robert E,4.8,"6,707",7:15 pm,45,Crunch Gym,Hoboken,Strength Training,6
Signature SESSION,Alisa Ardilla,4.7,20,7:15 pm,50,Session,Williamsburg,"Flexibility, Balance, Core, Pilates",10
Hot Yoga Flow 2,Chelsey Finke,4.6,370,7:15 pm,60,Balance. Yoga. Barre.,,"Flexibility, Balance, Arms, Yoga",6
Open Soul,Mel Gustray,4.8,"1,206",7:15 pm,60,Asana Soul Practice,Jersey City,"Flexibility, Balance, Arms, Yoga",4
SYNCCYCLING,Becca Bruder,4.8,"12,960",7:15 pm,45,SYNCSTUDIO BKLYN,Williamsburg,"Cardio, Cycling",9
Soul Bath Semi-Private Meditation,none,4.2,44,7:15 pm,30,Salvation Wellness (Formerly Knead Massage),Jersey City,,7
Dynamic Vinyasa,Emily Valentino,4.9,51,7:15 pm,60,Gallery Yoga,Williamsburg,Yoga,5
B|FIT (Grand Central),Justina Rosado,4.8,"24,406",7:15 pm,60,BRICK Grand Central,Midtown East,"Arms, Strength Training",9
Zumba,Stephanie,4.8,"1,712",7:15 pm,60,Breakin Boundaries,Greenpoint,"Cardio, Flexibility, Balance, Dance",5
African Dance,Freedom,4.8,"1,712",7:15 pm,60,Breakin Boundaries,Greenpoint,Dance,5
Hot Vinyasa,Claudia Jasper,4.8,"6,925",7:15 pm,60,The Yoga Room,Long Island City,"Flexibility, Balance, Arms, Yoga",9
Signature II,Kerrie Schroeder,4.9,"47,320",7:15 pm,60,Physique 57,Midtown,"Flexibility, Balance, Core, Abs, Barre",12
Flow 2,Taquice Campbell,4.8,"6,785",7:15 pm,75,Sonic Yoga,Hell's Kitchen,"Flexibility, Balance, Arms, Yoga",6
Party Ride,Tina M,4.7,"11,006",7:15 pm,45,Crunch Gym,Midtown East,"Cardio, Cycling",5
ICE Cycle,Chris Keyloun,4.9,"6,305",7:15 pm,45,ICE NYC,Upper East Side,"Cardio, Cycling",9
Brooklyn Barre Method- Mixed Level,Hannah Zin,4.9,"5,571",7:15 pm,55,ANNEX Ellie Herman Pilates,Park Slope,"Flexibility, Balance, Core, Abs, Barre",7
Total Body Burn,Andrew Mauney,4.9,"13,097",7:15 pm,45,The P.E. Club,Upper East Side,Strength Training,10
Figure 4 Barre (Open),Christina Ilisije,4.8,"14,518",7:15 pm,60,Pure Yoga,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",11
Hip Hop Wednesdays Vinyasa Yoga,Pamela Martin,4.8,"47,910",7:15 pm,60,Y7 Studio,Upper East Side,"Flexibility, Balance, Arms, Yoga",12
Figure 4 Forty-Five (Open),Natasha Ashworth,4.8,"16,033",7:15 pm,45,Pure Yoga,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",11
Tap,Nicole Ohr,4.8,352,7:15 pm,90,RIOULT Dance Center,Long Island City,,4
Yoga Basics,Penny Gorman,4.8,"9,250",7:15 pm,60,Five Pillars Yoga,Upper East Side,"Flexibility, Balance, Arms, Yoga",8
Dance Physique,Shira M.,4.3,"2,615",7:15 pm,60,West End Health & Fitness,Upper West Side,"Cardio, Flexibility, Balance, Dance",3
Barre,Thomas,4.6,"3,262",7:15 pm,50,BeFit NYC,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",5
Abs and Stretch,Julia Haw,4.9,778,7:15 pm,45,Park Fitness BK,Flatbush - Ditmas Park,"Cardio, Strength Training",11
YOGA: Vinyasa,Chantell M Jackson,4.8,517,7:15 pm,60,Sweet Water Dance & Yoga,Concourse Village,"Flexibility, Balance, Arms, Yoga",4
INTRODUCTION TO YOGA & VINYASA,Jordan Marciano,4.9,81,7:15 pm,75,Good Vibes Yoga,,Yoga,3
Boot Camp,Vivian,4.8,212,7:15 pm,60,Raw Fitness,Lodi,Strength Training,3
Pop v Hip Hop (Explicit),Rahmael Magny,4.8,826,7:15 pm,45,CycleBar,Montclair,Cycling,7
Iyengar Wall & Chair - Open Level,Iris Raferty,4.9,34,7:15 pm,75,Nueva Alma Yoga and Wellness,,"Flexibility, Balance, Arms, Yoga",4
Vita SGX Strength,Pattie Romano,4.8,790,7:15 pm,50,Vita Athletics,Summit,"Cardio, Strength Training",5
Candlelight Hatha,Mark B,4.8,190,7:15 pm,75,North Shore Yoga,Roslyn,"Relaxation, Flexibility, Balance, Arms, Yoga",2
Power Yoga,Harli Weitz,4.9,53,7:15 pm,45,Koko Fitclub,Long Beach,"Flexibility, Balance, Arms, Yoga, Pilates",4
Brand New Beginner,Radhika Truffa,4.7,306,7:15 pm,60,Three Birds Yoga Studio,Florham Park,"Flexibility, Balance, Arms, Yoga",4
PILATES FOR ALL,Cadence D.,4.7,"2,878",7:20 pm,50,Brooklyn Strength,Cobble Hill,"Flexibility, Balance, Core, Abs, Pilates",9
Box and sculpt,Suki S,4.8,"1,703",7:20 pm,60,PRX NYC,Inwood,"Cardio, Arms, Boxing",6
Pilates Reformer: Burnout,Adriana Ballester,4.9,"26,154",7:30 pm,50,New York Pilates,SoHo,"Flexibility, Balance, Core, Abs, Pilates",25
TRX w/ Music,Christiane Jones,4.6,"10,944",7:30 pm,60,YogaWorks,SoHo,Strength Training,8
CoreWorks w/ Music,Sherman Morris,4.6,"10,944",7:30 pm,45,YogaWorks,SoHo,"Flexibility, Balance, Arms, Yoga",8
Kickboxing,Noel Aviles,4.5,"1,463",7:30 pm,50,UFC Gym,SoHo,"Cardio, Arms, Boxing",6
sweat-flow,Jen Diaz,4.9,"31,147",7:30 pm,60,sweat yoga,Tribeca,"Flexibility, Balance, Arms, Yoga",7
Boxing - All Levels,Kenny Ocean,4.7,"2,821",7:30 pm,60,Church St Boxing,Tribeca,"Cardio, Arms, Boxing",10
Zumba,Laura Wagner,4.5,"1,503",7:30 pm,60,Z Club NY,SoHo,"Cardio, Flexibility, Balance, Dance",6
AQUA BLEND - Coed,JC Durimel,4.8,"11,325",7:30 pm,45,AQUA Studio NY,Tribeca,"Cardio, Cycling",12
Muay Thai Kickboxing,Tyler Scott,4.9,"9,531",7:30 pm,50,Hit House,NoLita,"Cardio, Arms, Martial Arts, Boxing",11
WundaBar Workout,Lauren Schwarzman,4.8,"19,778",7:30 pm,45,WundaBar Pilates,SoHo,"Flexibility, Balance, Core, Abs, Pilates, Strength Training",11
Yoga Sculpt,Leidy M,4.8,"13,023",7:30 pm,60,Crunch Gym,Tribeca,"Flexibility, Balance, Arms, Yoga",5
modelFIT Cardio Sculpt,Estee Beck,4.8,"12,877",7:30 pm,60,modelFIT,NoLita,Strength Training,14
HIIT,Tatiana Lampa,4.8,"6,397",7:30 pm,50,FitHouse,Tribeca,Strength Training,7
Signature,Rosalia Panepinto,4.9,"4,064",7:30 pm,60,DanceBody,Tribeca,"Cardio, Flexibility, Balance, Dance",9
Untitled Movement - A New Fitness Concept,Jessica R,5,268,7:30 pm,60,Martial Arts Family Studio,Bowery,Strength Training,8
Signature I,Evita Zachs,4.9,"59,287",7:30 pm,60,Physique 57,SoHo,"Flexibility, Balance, Core, Abs, Barre",12
SKY TING Yoga,Amber Gregory,4.9,"11,599",7:30 pm,60,SKY TING,Lower East Side,"Flexibility, Balance, Arms, Yoga",11
Flywheel: Power 45,Paige Festa,4.8,"41,439",7:30 pm,45,Flywheel Sports: Stadium Cycling,Tribeca,"Cardio, Cycling",14
EXCEED: The Workout,Rob Menefee,4.9,"25,794",7:30 pm,50,Exceed Physical Culture,Tribeca,Strength Training,9
Cryo Injury,none,4.7,385,7:30 pm,30,Cryofuel,Tribeca,,15
Overthrow Ring Work,Queen,4.8,"46,572",7:30 pm,45,Overthrow Boxing Club,NoHo,"Cardio, Arms, Boxing",10
Heated Flow,Marisa Martin,4.8,"35,366",7:30 pm,65,Yoga Vida,NoHo,"Flexibility, Balance, Arms, Yoga",8
Kryo Body,none,4.9,60,7:30 pm,30,Kollectiv,East Village,,21
box + flow,Rich Robinson,4.8,"13,750",7:30 pm,50,Box + Flow,NoHo,"Cardio, Flexibility, Balance, Arms, Yoga, Pilates, Boxing",10
Heated Flow (Candlelit),Erin Conley,4.8,"11,923",7:30 pm,65,Yoga Vida,Tribeca,"Flexibility, Balance, Arms, Yoga",8
Stretch + Relax Yoga,Narisara Vanichanan,4.7,"9,474",7:30 pm,75,Sacred Sounds Yoga,Greenwich Village,"Flexibility, Balance, Arms, Yoga",6
Boxing - All Levels,Michael Hughes,4.7,"2,900",7:30 pm,60,Church St Boxing,Tribeca,"Cardio, Arms, Boxing",8
Midnight Runners Wednesday Run,none,4.8,29,7:30 pm,60,Midnight Runners,West Village,"Cardio, Running",0
EAST VILLAGE - BURN - INTERMEDIATE/ADVANCED,Aaron Thouvenin,4.9,"7,017",7:30 pm,50,SurfSET New York City,Bowery,Strength Training,9
HOT BUTI,Katelyn Pawlowski,4.8,52,7:30 pm,60,B MVMNT,East Meadow,"Flexibility, Balance, Arms, Yoga",4
Bout the Original,Krudner Fiote JR,4.9,"5,416",7:30 pm,60,Bout Fight Club,Financial District,Boxing,8
Cyc45,Taylor Almonte,4.8,"42,137",7:30 pm,45,Cyc Fitness,NoHo,"Cardio, Cycling",9
Pekiti Tirsia Kali,Dwayne Alexander,5,48,7:30 pm,60,Sei Shin Dojo - American Jiu Jitsu / Pekiti Tersia Kali,East Village,Martial Arts,9
Kickboxing,none,4.8,145,7:30 pm,60,Ilovekickboxing,,Boxing,6
Flywheel: Method 60,Sydney Sabean,4.9,"76,940",7:30 pm,60,Flywheel Sports: Stadium Cycling,East Village,"Cardio, Cycling",14
Flow,Erica Chen,4.8,"26,688",7:30 pm,65,Yoga Vida,Greenwich Village,"Flexibility, Balance, Arms, Yoga",8
be-ginner- GYROTONIC Tower Class,Helen Cahill,4.8,"14,078",7:30 pm,60,Body Evolutions NYC,East Village,"Flexibility, Balance, Core, Abs, Pilates",9
HIP HOP WEDNESDAY: LAUREN'S BIRTHDAY BASH,Lauren Kostka,4.7,"19,664",7:30 pm,45,RYDE Cycle,Greenwich Village,,8
Pure Reform,Jennifer Tang,4.8,"21,027",7:30 pm,50,Pure Barre,Greenwich Village,"Flexibility, Balance, Core, Abs, Barre",8
Signature II,Adam Dickerson,4.9,"37,426",7:30 pm,60,Physique 57,Financial District,"Flexibility, Balance, Core, Abs, Barre",12
Hot Stretch and Restore,Jessica Rapp,4.7,"4,087",7:30 pm,60,FitHouse,Union Square,Yoga,8
HIIT BOX,Jay Mark,4.7,"4,087",7:30 pm,45,FitHouse,Union Square,,12
Vinyasa Yoga,Maria-Stefania Vavylopoulou,4.6,"4,231",7:30 pm,60,CompleteBody,Financial District,"Flexibility, Balance, Arms, Yoga",10
CBXT 10 Hanover,Jacqueline Jamiel,4.8,"12,504",7:30 pm,45,CBXT,Financial District,Strength Training,8
Body Camp: SWEAT,Christine O'Leary,4.9,"22,275",7:30 pm,60,Body Space Fitness,Union Square,Strength Training,9
Cyc45,John Joseph Thornhill,4.8,"37,019",7:30 pm,45,Cyc Fitness,Chelsea,"Cardio, Cycling",9
